case_id,phase_b_base_scalar_hex,a_scalar_hex,b_scalar_hex,seed_x,seed_y,expected_x,expected_y,actual_x,actual_y,tail13,tail14,tail15,status
30,c2a6b221e79d2e5a43aac623dd7c2fc8c44147e10632a0ff1419774940928fb8,1a10a9236164a5830f6529110f91c98fba951df4eec07e857bd2ec9a93416e88,f738d0f70f6e4bb93b3b1e386191a5025d7339e09bc1c740b9b5ce6586d8a869,222ab14e32ae6a6df77929d7bb903431ff33cb5cd3dcba3e406841b559fd6920,ac74367b7931e2f616abccc5fe7695b05f0e34169103ddcad5420c1b92ded1e1,559499d447875ce92c03c7a6b8058a87d21659f874307646149f4ddaa7cb2608,9186dd8f54415adc5ea45490860f3ca7c9eefccdb44a302585fd78d686df53db,559499d447875ce92c03c7a6b8058a87d21659f874307646149f4ddaa7cb2608,9186dd8f54415adc5ea45490860f3ca7c9eefccdb44a302585fd78d686df53db,3950,53495,63288,PASS
31,362473806047d973d395b915372ae6a2cc099ab25176b8960b04c9ee70a0a52d,b18a959dc2e5432683d588de780e06442799c98520abb4ca6a79ad79802fdd84,5b647c5c0c78788ba672774926994e71c9df29ad3c09bff174090f21a2e788f4,9fbd20e3c5bb54f7c878f240eb5fe9065f84fef0b1a462662fdce89487fa4c38,1070b4d74534e8c47d3e9b0c32d43e6b339dbe7de317b2aa5335ffa31c5c89df,dbe5aa0ab18c26c3ec404c8c0fd385d63b2a70897f8e3e11b57a927f5920bbd0,1a2a7ad856264c443919a242428866f17ec5fb289052443888b60ebe61c383fb,dbe5aa0ab18c26c3ec404c8c0fd385d63b2a70897f8e3e11b57a927f5920bbd0,1a2a7ad856264c443919a242428866f17ec5fb289052443888b60ebe61c383fb,3192,31836,23396,PASS
32,3b25ea4d33765861c46db215e80ea0c695fba0da5fec2d260ac087633c3539ac,6b4f74b969c36de101798f5ba21b5a3b538f1034acef9188a7baced6ae1b5677,277d5958b865f05584627ef2ee4b229baeabef1e9ff3d6513e39f1544fe13aae,847fbf3d77f000eaa2906025e7a68f1020361c5390a7c8e32333e783d6b132bf,56a62681034d548d3fc07a5bd45c63993d52e5812ed890e2e2a0442d73bf0736,ce4af1e54d42e4d501d7757f11785bb6b911052a43ed82ebdd5b6226770207dd,0a6c87d2e20069411af1816ab17d2c266b5e8eff20719773dd2abc44b0982b0f,ce4af1e54d42e4d501d7757f11785bb6b911052a43ed82ebdd5b6226770207dd,0a6c87d2e20069411af1816ab17d2c266b5e8eff20719773dd2abc44b0982b0f,47205,22872,10109,PASS
33,733d0520b3c98f02b0c8b08f2ce9de648d0c096c4746a63c5d0c142690a17b99,17fa4d08240a1b490dd2200f3bb85d6f51e67c5cd55ded8b4576dcf439d4ca5b,f7dd4e7e8af34409920ea7f41de8cd8a8a37ef32196a8474c36a2844dfd78d43,ba6fa763a031dc04eb18fca9863652b752f0ccedbc7e1d451f8b6523222df271,383f4665b59e0aa7e89a76597d02dd8471ce82ca30136f909b93859af4e21387,a0f52666d51f5479b553fe50e44d88a9ff27bacd08c385034d49904f209b7939,ab053e25f8e5bde679c8e2faf53570781e85cdf739bd2a6a545ed975c6ff129a,a0f52666d51f5479b553fe50e44d88a9ff27bacd08c385034d49904f209b7939,ab053e25f8e5bde679c8e2faf53570781e85cdf739bd2a6a545ed975c6ff129a,35571,20094,63453,PASS
34,e85ebc62db9e78f17840136b26262e9832b4983d45a565aa0c770b8414cc9d32,1d549a77d7832e7d60671139c86fc70e62f70d863cfc11cf968390d0057242ea,b1b83d9b910538826237e9fa0ca6c39dea25df5fcb1efe4b843dff8e9f47ba68,f883e00549ed398156064322eff65809e6682e23164b6b0b8faa25a4d337034e,5e48e08dc56992532e2c73831f664218a2c663594a62cb5349dd898299051966,fd734fa582109e5dbe49c86d080ca25b265e9065aff2127f3f78ea265ee73960,77dfc4823e1be9334303bd2493aa6f31e094b523a110d186355c4e21662ba8c0,fd734fa582109e5dbe49c86d080ca25b265e9065aff2127f3f78ea265ee73960,77dfc4823e1be9334303bd2493aa6f31e094b523a110d186355c4e21662ba8c0,37125,15771,45496,PASS
35,18a168cceac3916053d94c054d4eb26374545451cf598b24cdd6fc3c85db1d00,9c45c2428bcbc6f6123768d5aa837a6d2d67b0b1af834243f510a99eb77d274e,3f6a3904ee4098485a06316230986bd91e82752d9ce3b3e5d232fdb5c456d000,ddb93a6e5070b84b2a47ce114ab50b4b13cbce3c71eea96b8706752c9f421dc5,70099603614d370b8a32f81b719912231bf958636391ae60b99022be779a9988,1b69b15a07836e6b2c1fe413ba914b4da6a6b11c518e55d8acf71f86dc067e37,922267421eeb1b831de7f465638d89c75930558b35c94d6793dd0dfd02bb48d7,1b69b15a07836e6b2c1fe413ba914b4da6a6b11c518e55d8acf71f86dc067e37,922267421eeb1b831de7f465638d89c75930558b35c94d6793dd0dfd02bb48d7,60992,14596,16234,PASS
36,7e1412a2cd121abf632e32adc642375fdc9d583acaf377b5a01dfdccb2f19896,0695d466adea3df1c28c7c3ba35d6b44aa4c99d17b77813c75e3fb7653038988,3db532f91c4e3718dfb2dad0f64482b11cbd5e9a5d6c2f397dd52ca861b5cef9,224e77b75f8e87da8124cc569f524921430fe09e26f201abf89b6da06686bbcc,82e3da829729f7dd332383d82e0ee16f885f48544ca48336f0b5ab85f881fbfb,de276d1ee7ce0c4d46b35a5380d15bb1a67f4a1198064909e2411d71727b47c5,d123b31e8075b011581ec5e67b2b88694f1eab5c0625a08c754d4c06dc394923,de276d1ee7ce0c4d46b35a5380d15bb1a67f4a1198064909e2411d71727b47c5,d123b31e8075b011581ec5e67b2b88694f1eab5c0625a08c754d4c06dc394923,7246,13049,15797,PASS
37,496eac90d0918469476bab32c1ad83badccdbebc766198940f463ffaa366b04e,0227bd7188adda089315c82c751eaf369b7cc780e5981b4f57627864718d584f,97bd00c7650634c64c490717bd225e9a757decb80a378515e474ede15f61d6a5,3fa570448a12ad63dd55283bcfb58b181f8f5809975143eb3f42a5a9c34944d0,bf6982e857a1d0be359c6bfffa13715a4dbb3e30232874399f6e56d5526a99c7,ca90b5e5b947b2dcb1dbd4a34c587f7e84d8fe270eab32b14193f63a4632c33a,415009585ecc6317fd599965aeb2483720711cdde3a86c78cb2c3fda4d19963d,ca90b5e5b947b2dcb1dbd4a34c587f7e84d8fe270eab32b14193f63a4632c33a,415009585ecc6317fd599965aeb2483720711cdde3a86c78cb2c3fda4d19963d,25862,199,38845,PASS
38,4f7e1e6d7ffe90215c996c640b24a15d303c7ed3ef62ce4c87f9c8b4a3235eb7,a9a71ebd78fecd4e091c9a636ba72fa5176663e1828b9e9e73a4ead416e27f4b,40c5108c874b0101238890675f94b96e1360fc3da0cd6e8cb0a04784723465ff,b6fccbcee38767ff44b2e33956d07761bd38ea23bcce87718afb7cbb7ab1f207,f74be0ca7687a78d360b5fdc3e6934904ab181ec00877253e6f7d2f04c89e00f,8e368a9a3a82d1c3098c0d6c54699fcc64f39dfb853312266c25fee0fc15b524,e122b23c080684145690c9bd0e89704ed8703ac7d8d7937a0a17928643810de0,8e368a9a3a82d1c3098c0d6c54699fcc64f39dfb853312266c25fee0fc15b524,e122b23c080684145690c9bd0e89704ed8703ac7d8d7937a0a17928643810de0,34635,4236,16581,PASS
39,177f7e6259ca150978982637bd39976bd74d62f35eea161d8d6d0992cb82e4be,e22105a2da00fc20269de09c374532660cca7331dc5c91ac82641f99b78e6dd1,20666587d07029eff735b9adac507681cfa6b34cfa056ab94ff9ed66d9c13205,d6c711b05fe521b8288292897cdc8ffd9c5670a2543b49d1c1af108d7638a1e1,2464efc1895a2ca481f96e755e52423f85f0d52c7ae331cef4a262f87933023a,cfdc18a2c65ea41206856b99f60801abce7b9e8c709054c6e367cf020e73cdca,ba42a5fe25f18390bfe9b1cb366e2741df63f3ad3e385dbc7a8ea45cfe2812d0,cfdc18a2c65ea41206856b99f60801abce7b9e8c709054c6e367cf020e73cdca,ba42a5fe25f18390bfe9b1cb366e2741df63f3ad3e385dbc7a8ea45cfe2812d0,53360,25991,8294,PASS
40,f81183bfbf49f9fdeff33abfdaf82ce2cef9ecdae7bee3bca6f18d795931ad1e,9948a872f2356d3ced91a913ffd2fad781681c0cb49957bf72465a4d7cede2bd,ce7a33247ef66a8939b9c177e19637262041c294dad088451dadfc3819c9d620,a8d76c4280e5947f9a0009697e9e2cf4d5730e8cb907cf34c333d70b27f7ab5a,5592d367c837d4ab669e6ccb75771d901e8b65998226783ceda60a8621808808,9dd0b9dbf54660d3e943c649e76b7ef3adb1930988ab4fa2d09aedc923236014,27be5bf6cb565ddc26364caba10dd251605ee72e509968c18cd358cd5ba0f90a,9dd0b9dbf54660d3e943c649e76b7ef3adb1930988ab4fa2d09aedc923236014,27be5bf6cb565ddc26364caba10dd251605ee72e509968c18cd358cd5ba0f90a,32502,13092,52858,PASS
41,ab41df94e9be3899728537c7db60131ebd8de5b7f294f4f131fdd18c6656cc95,e927698134a630719de68e29b4ca4c84cee5847247d3684dab30ee1ae17a9263,320dc3fe7c353ec074b16b51dce96692fcbf688dbe5a4eff86fdffb0f4c0c96a,30f9a955f3040cad581262aa153dcda141f729f892c5cf822e6a0574806fb873,9674d94479b30ffe5d3c545d7cbb81facc0876e71d2d0a3381c9a6d014a1210e,8da42af91958be501a9a5a3d27451200dadad5a4d8b02b44b8a4053a038eae53,8e30604a03dad0c6b9c2150e7f619b66b468a3289f6663b29406ac4b59ef0bdc,8da42af91958be501a9a5a3d27451200dadad5a4d8b02b44b8a4053a038eae53,8e30604a03dad0c6b9c2150e7f619b66b468a3289f6663b29406ac4b59ef0bdc,31797,50174,12813,PASS
42,a9ec569e22a598fd6f8b8f2252ce8cbddbb2e74396a64621cb0491f7b9ce8f6f,c2c6586b6457b58ef7ec736e37b42ff3251e2d78c6969f9661927c377ce01c11,96dab7b3b7f3e58315a498348d14df41638094769f519724fb91727f09aa049d,dceff4acf61ba84a818219329fa0ad60ec08cf9d830e6ccb375488ced0f47b5c,949aece192bc61b4883d5508aa4a4aa8fb1b8db0385613b1736a6eb5c137d6f9,d6a4a29bb1f924b37e9dff08998888d062f1948068e8efac77bbcbf8481698f9,a1a2e59806b4fb72e8cb202d85c2d102b2f17d0ae73a4f8c49dcfc1d586fd47d,d6a4a29bb1f924b37e9dff08998888d062f1948068e8efac77bbcbf8481698f9,a1a2e59806b4fb72e8cb202d85c2d102b2f17d0ae73a4f8c49dcfc1d586fd47d,47091,47027,38618,PASS
43,90723108140c4cfc2cc8ee5bba0ea890a5f69f9533221a02fe2677df2c3559b4,267c0b8d4900d1860437e21fb355ec2e21de62be476663e17c14fd4ed37c85f2,afe4c695f69861e4e3edbdfa98b9387abd3c586e085c5354d1164c220dade2a2,bd8f2c656396a22c553a89aaab2ba3036a8f4cc7d1394318efa7412103125cb7,a97e720e3090faa352cb212f00779dfe10e69009de16555f5bc3af89a4e0d83b,9be175d35b41e191261c11ba3367dfb18370c23588a5deed1602e390355f7d33,00773e7afd6f660285d8ba7391686dce7b416a0858f82e32a3a0823db0a98857,9be175d35b41e191261c11ba3367dfb18370c23588a5deed1602e390355f7d33,00773e7afd6f660285d8ba7391686dce7b416a0858f82e32a3a0823db0a98857,63128,50837,45028,PASS
44,93178f2192235796eec9ed79e2967d497a6172ad1ca41b4117c60b2b5c007e13,cd2c9ad0f2409bfaccbb3246b78acc976b6a2aa8dd0f2c354062e7df7823039d,fc2dd892b624fb92a66415ac6d6be7b6d736992d89aa37374acb4e0fc2844d41,9494efe4cff5d5e76394b67c407b99612915afde56933b80370d0adf2f020c13,ab0c7e38c85ee1cc027964b2de42372ffd86ecb8fd3f0a8184f5af3858a7e4ea,4166587a07d9e5efdcaa1fc0202a24012741e0753b596eea0acfbf85cbac8d3f,90821675770008b517171858373d358cdffb6552e295494bc8998fdb4f736e2d,4166587a07d9e5efdcaa1fc0202a24012741e0753b596eea0acfbf85cbac8d3f,90821675770008b517171858373d358cdffb6552e295494bc8998fdb4f736e2d,46628,55442,64557,PASS
45,7d5030cbed14f3361b98461a2ede1799ab0944bc8e4fb64b7de6eccec4891f0e,07f9032bf601e2d1701b9ad50b8e0dad1f404da58e4f3f9094fd32ca68a96a6e,48359ea816d86c4bacfaa632d6e6d5f23fc064a5295c76e5c640798521388704,fe05282e3c0f11cd38fcabad62b4fa3f0b1e51a27e2da98673ce656f1d361bcd,ce74a54fd3606519c26d3895315fd0d3b400c36c2224eb90448bb2a0e21e3bcf,3ec050a010b10fba4999df36a254e1f80a970363b9bc9c2a083f4449ff37a038,15a77b7b9acfced33a460e4941a2c2eaf6e67bfa1ac5a38fb00076e24c45248c,3ec050a010b10fba4999df36a254e1f80a970363b9bc9c2a083f4449ff37a038,15a77b7b9acfced33a460e4941a2c2eaf6e67bfa1ac5a38fb00076e24c45248c,5848,40616,18485,PASS
46,3570dbe87b7211a6292a0247da207cb9447e048740197ed6a6b630c931921268,b1f2fd30e5ebae4a75b00c977ddc04047e8de0b85d68842b734ef28ce57f2861,0ecc9b86a4bc3050fd02481797086d3ac9c9c74494dd1372240c992fd20d58a1,f3ce9dd9d879e70e21737426dbbb27c97af843076855bf4daf141d555006e402,302a436cf8be3a4fdd70a9d18f63cc8b0ecd3ba1ddc9aa3df428523961e7553d,6c0899e483ac4db5a89141d2cf336656e8d6db67a2942d02bbccc71bc115c354,8804f0a0b3a80a9aafc2e7cbf37b5d6b653146e2de7e9f4ee54417eeacc2db79,6c0899e483ac4db5a89141d2cf336656e8d6db67a2942d02bbccc71bc115c354,8804f0a0b3a80a9aafc2e7cbf37b5d6b653146e2de7e9f4ee54417eeacc2db79,42172,39814,3788,PASS
47,7dba70280eabce289d489a0a177576c031c16b370157d5c94c17dc69b0830bcb,f547b69a4bcee836d139390eb97fc476ad9b3c8e75508318d54a0b1b456eabdf,e4af03c856290f566e07b23e94540a7bf88f097d49757e53dc91605c884aa39e,86f080ea2708aeaecd709476b4265fea3580a475f666bfee218f0daefcb8d30e,a91d66492258039c5f022dc267dc327607e1e0754da387314abed67adebe0e28,c0fffb9d2d9fa7bda0006422105826453b206ecf0f5f75eebc07e482b9645a92,8eaeae3c2e2cacd52fcc86fc97611eb182d1124327ab300aebfc4a58777af36f,c0fffb9d2d9fa7bda0006422105826453b206ecf0f5f75eebc07e482b9645a92,8eaeae3c2e2cacd52fcc86fc97611eb182d1124327ab300aebfc4a58777af36f,22057,968,58543,PASS
48,df26567147a58ebfae4d0cc24e70f91ca80d62f36e8fbe64eaaddf3b12d6f0e7,81bb8b87c53aa87c247209a85e78d47c51fa18066196a5930593b55a86643eec,e9810374dd475ca9084fbfd5286b7ee35d41a5b15506f095893f3e1620639d78,5eec9a7a5beb9edaae5448962f99970fc2cbfb344eb33310c01d9adcc72f27bd,c13da62e3f9ed32858ec1de29428ef114ea95907d6ff5461f921835dbf11d024,6b54ac3b7f064d5375b1948b916779f839cd1d852ed47ca970c671d204e35a8f,32fbf091a82e9d513e132474f178f324fdbdf872fdbac742b494357eb9b6589c,6b54ac3b7f064d5375b1948b916779f839cd1d852ed47ca970c671d204e35a8f,32fbf091a82e9d513e132474f178f324fdbdf872fdbac742b494357eb9b6589c,56647,884,59777,PASS
49,0df8aa6406322e33fab13aa9068c644850f97607fa14277f837fe3a2c6c78e1b,f82be8017e7cebbc1bbb0b135ad5690989c5cc02bf4f24541ba307bbd59188aa,119548ba642b5e8aa140a1365c0c3d74508f92655ecff3e463d5e5c52e4c4a13,4bea68bc1f95b177cb4a4eab07ea6dcee4ee3d9a76b0bd1b72bf9d520e871bab,d83bf549a9286f7e2b93f94952612c6849de8850dcc0b79d9684c4fd62097005,536fd8ec49555149caefbcc2e04d724f711559474badb8bfd9e08f5dde07c2c0,b03167c4a092e15fb8accf20a09576255731b18d2270b1520bba4dbb42c52e0a,536fd8ec49555149caefbcc2e04d724f711559474badb8bfd9e08f5dde07c2c0,b03167c4a092e15fb8accf20a09576255731b18d2270b1520bba4dbb42c52e0a,25643,18618,4501,PASS
50,1bbcef0a1f748bbe3d4bee25e9157d5861aa4bac411343feb14079352e471de2,5860700cc981ce72c11baf2c4527561123daac07fdd4ac87c33bc6f70713deb1,ec705139fda2741457ce50caafe3164c1e9140e8ca519c0853b7a56d50f7220a,f02ba4892f446cb051104c5840c4f62ef94f6941e826277c531daa1848e9d420,6d7e6c758e01949cb67bf578f0e540fd889b286cfebca43b51b6c0af552e34fe,9510b39ff0ffe732e7d71b1dc086ea8847a066d8b82251fd609c20ce772ca736,e51d8d28fb3d4f9972b3fd8531afd67ec44a2d49dac1826ec3321dd1cba92ff8,9510b39ff0ffe732e7d71b1dc086ea8847a066d8b82251fd609c20ce772ca736,e51d8d28fb3d4f9972b3fd8531afd67ec44a2d49dac1826ec3321dd1cba92ff8,64930,20793,60528,PASS
51,4ae6c714a4d560851227fa4271bd9f9c3d7f95a09255134743f90427fd41e1ff,80434e8a5b12635dfed18e8a27d52f1edbb26ead7eb1647f9319373f54ab57b9,bcb5a31f4e17838df3a0007ad5e06bd2c97c340c48a2b4624b913994a4656486,d7448ca91739cb1ca2145b0938d7ced1709d31ceeb339eb9819dd94541d83909,dc1dd9b28f94f95e851a8a4242021d4ae849e15ffe4ffcf992ea2a7f7e34555e,4fe12ef55a98adfdfb7d0262e17ba0e88dd5486b8ec4ca8da67e1792f630a10a,68a97c7d623acea666f164fdfd1f88be54503357c601ece4bd6e700e5c850f6f,4fe12ef55a98adfdfb7d0262e17ba0e88dd5486b8ec4ca8da67e1792f630a10a,68a97c7d623acea666f164fdfd1f88be54503357c601ece4bd6e700e5c850f6f,19991,41759,48309,PASS
52,48f9762f2fef470df35a44c1692c07e60fc832a7ed9fe77dd06353ffd04dd835,48d8eb2eb3f9b30ae645162e92e60853eeae0099c5f3d5f247a03fc7720a4577,b74ed6beef5caa15c2958ced05934d6dd874716eb742e85bdd397a414ad6b537,3cf9bd0669ed1f7230ed4e14d85b9a3afc5d4412e1a05cf368bad08de6cda30c,431c16cbf48e1f2fb3a74c332722f22061cbcd1d66c358ab9b3578698896b60f,34644aac78d1cc72d3b21d9d478d2943925a5a4387995b54aabc3e4c1dc5d4ae,1bc04349856bd7f0dbab5172a18498daec7176f5ba4210234c794c90fd38f92c,34644aac78d1cc72d3b21d9d478d2943925a5a4387995b54aabc3e4c1dc5d4ae,1bc04349856bd7f0dbab5172a18498daec7176f5ba4210234c794c90fd38f92c,61276,54974,46926,PASS
53,412da552efe3b21e9e345615dd04cf74111fabb8ee9cc3cae327ad1a22e2b0a4,a06f24f67b02cf63fffcd8635eed9ee83bdc2222b49f39876d93e2248ddd4471,88e06693f6781954a69b052770aa0dc5333e5297b72b80e68155af15e240660c,0fc63ee950b30349fa581db9f9413b9604bc2be23ba33aa883dad4ce16d549c1,2b700ee28dca80a1ec6969c75cc9979713730081bb2fb16d6c4c9fbda2c04b0a,30173460213ec861bed97f2e17421660d87c4bc1172c5767787062fc56fc2b4e,c953d8d0fdc6c9d99e339a49b53cf1d6d4d09450980074d9ff2542fb2b951d60,30173460213ec861bed97f2e17421660d87c4bc1172c5767787062fc56fc2b4e,c953d8d0fdc6c9d99e339a49b53cf1d6d4d09450980074d9ff2542fb2b951d60,63096,26259,35040,PASS
54,9b3a37b79b61b026a36004a7713776e95cceab9fdfe7966030c868ec1fac92ca,ea88ed25eb8d2278fa93694f9d00fbd6084eefae50dda83d45248a56722cb3b0,8f1ee8da12193569bfa404af860438c4dcee2da762e089f23e5bda7ffb7cfb8e,14461cdcd5d34a417e5bc121bc77a6f49ad563e2378b6471cc5a7d2d41f2ef75,753dc202f82915a07da0ca218459fa0210993e7572c4de8d63c9ec5182da8d4d,77f5536967a6b8e8889b0003b61936f2d5bcf094a93883aca899669a970088ad,bcdb8f9c2ff2377ebf2385d03d7c6873b5a344e0468bfb5e3d7cfaf642f6e671,77f5536967a6b8e8889b0003b61936f2d5bcf094a93883aca899669a970088ad,bcdb8f9c2ff2377ebf2385d03d7c6873b5a344e0468bfb5e3d7cfaf642f6e671,4633,59610,36638,PASS
55,43a1a1970727ed97313c4186a8d68fef72814bc7e635e41abb536a841bdaba32,717aa0d1672a9355aa4da53c3e4547828bd5823546b9d054244ed5e076e0642c,9ec2b4dfeee71121a13b6ae38f22581a52112c43630e6b24e1cb7e0fefda172a,38804aec2fc9c146eccf182d8808325c1ae6453998a6ea6fb9460bb2353dcd58,cd50b5d79ed569a11ff10f36db10e01a28767e009e3a126f5aea64084c73915b,05bd306cdf4f200ba63e0659c434d6b00ae7494b0512c3b4e49e8b277b0d6470,88cec7761c84f20ca22cd3a2efe7509f930e71aa48e80a484df0e71c81fd4360,05bd306cdf4f200ba63e0659c434d6b00ae7494b0512c3b4e49e8b277b0d6470,88cec7761c84f20ca22cd3a2efe7509f930e71aa48e80a484df0e71c81fd4360,61159,46303,40642,PASS
56,cb68fbbd12103c14c2697e7233155599bb9c1bd3e937d0a7fa5580dea32f9690,abaa0a1125f311ff67adc7b8efe0796af94246423a60d4ea1a48baea3fa62ff3,10e4545c0afce243b131440b4f398827005414c07eb69c44a0b82253bcf28265,7dad10619c4a7bd51edf6813daa8fb4a2a9e494f9835db8a42f4b0ca827df50a,3e3b2b7ba44500d0277b792c8a529fb3416675601c4e443c9c2fb2e0dd17f1ee,f1000b7577c744727b44506f475fcee49c2ae2f2217d4af41770dfaea344ac84,1245e2da686384c711042e8d4da10acef46857e0d650e82b3bb47b7a5d75b233,f1000b7577c744727b44506f475fcee49c2ae2f2217d4af41770dfaea344ac84,1245e2da686384c711042e8d4da10acef46857e0d650e82b3bb47b7a5d75b233,2812,21596,4324,PASS
57,c27d2150c096e56ef3ed842d8e2bc5fbed33dd433434fb8e57bb655785dc5388,018d384883ecbbb175d09b113b73bd62a2a6113c39175999486d37176bf847e2,f23604f92fc90545be3efeec09ea41d1b52d6fdc19654cdde69ce789b04e5e21,81201064d753f07c98658e31ed8eb819b76cb489193433781610223c53456487,afd52ad1cac1f699e59642e4100d4dc83e7d7c8aa8ca5913fe0de1d19bdef202,18ce13c9c88818fbde018d6290d24155a33bf76a01452653bd6ca24810400400,8153bc1c1ae0320b50b9e827fe075843bcdfcc8c0df75ad66da2f980be92e54b,18ce13c9c88818fbde018d6290d24155a33bf76a01452653bd6ca24810400400,8153bc1c1ae0320b50b9e827fe075843bcdfcc8c0df75ad66da2f980be92e54b,12233,1273,62006,PASS
58,2888eb76653c2b598e7de14f83f6cd017a199a9605b6d2c9758c79ce3402cd9a,5df0426d463dea8d5f267380bb01226b63a50d3a155037fd0741d6cd05849b0b,014b7d01bcd0f979f9b38972193cdae93b9674c5e443c7cde177c4d0502f9c91,3dfe32a876f2a6914415b44c38556d063292d9a2138aed9fd9ab321b6c975559,b0d9890832bf691fd8066041767e9deded73136c35dc5c3964684ba8deac7e59,63863a141af7278127848c85f49d5c821b815569cad00c9157c4a11837197146,e169d96acde3da03f4a3326a917010fb5c5e4b6ff8ab58c1777d539571eb55a1,63863a141af7278127848c85f49d5c821b815569cad00c9157c4a11837197146,e169d96acde3da03f4a3326a917010fb5c5e4b6ff8ab58c1777d539571eb55a1,48336,32001,331,PASS
59,ed5a241f67702d25f9d691f99e557632307bd47549a958ff00ec81d129caa7c8,9f60603779a1bef4eb5626c631eeb27ec672922fef1b9dd58d27bc852f3c2104,766433f301695272af08720736b7722aa77338061468274e11af01f9c034e00c,5b66c2ef0d8113265e6c153de97b72eabd80d1b35c0b1aeb416189d2db969135,d2c479b4be1043d3cc453184748e346f7330ae493d0a702ef12aced03b80acf7,cc491519480d02d429affdf8cd7994d6b86fb8ea8f64b1d554588e0748c50b34,b079959b99519f5def39f1eef511c4323d606ac6b0abb45348356896d94a2f1a,cc491519480d02d429affdf8cd7994d6b86fb8ea8f64b1d554588e0748c50b34,b079959b99519f5def39f1eef511c4323d606ac6b0abb45348356896d94a2f1a,361,13299,30308,PASS
60,9fafd0b84e15318c009f3072521ef9c7de8983df2c0d03ddf21daab608eba144,d5e8660d0f2e128775a505c270398f272a2e18a0d742e084113846c9fcecf143,690d28504cf0a612b159d269e89e82a3b22786250628280837c44553955ba5b5,56352a5290187b76d21fa41038803491df7342d34afadb15deea2f6a74b3b515,be91105a08d72e225ca7242e57be2e290c31d6eaf4ba3967a65278bf218a80db,b8642285d2f5998e3f8d7721a146e00a96cf447146327e617e78d949aa5b8d3c,f4362b8a51f3eea56ea5da97901172ace34991acd2372563e4c8c2205e5e50c9,b8642285d2f5998e3f8d7721a146e00a96cf447146327e617e78d949aa5b8d3c,f4362b8a51f3eea56ea5da97901172ace34991acd2372563e4c8c2205e5e50c9,19696,10320,26893,PASS
61,c2994f015dbc7bcf5d1d477ca7a9d2c26ebbd51b056c069d3c4676bcc5b63141,c58df36ac302eefbc4e29f937ebf920abf67f0d1ab0551c06586197c003715d9,2db1ee4bb9e5db88b4c09bd2ea8e5cc4a98e38053442cff97ab19cd8e8988e12,8fcb14235d8e88945ab169bb4d198e4a5e489e33cdeb69d8dec100f1a9bd5672,fa1cb396bab390b260302a46b4408427c45ae3205b1d1f5fe52db790e7fc057c,ab2466ba15d30c2374eac5302265c7c5a00e3a39cad103b4de4d53e184459d60,cd8b46600652fd5cdfdc351f03996d77c1705811c08f3cd6aa5bbb94f339ef09,ab2466ba15d30c2374eac5302265c7c5a00e3a39cad103b4de4d53e184459d60,cd8b46600652fd5cdfdc351f03996d77c1705811c08f3cd6aa5bbb94f339ef09,47589,61003,11697,PASS
62,be7911aba835328d5fed5ecd7d82d8e05cea0b40256f64e2939d4d6fdfb759ba,5c8e3b5b029629720304b6b318e5b9a6fa4d1dbace51341ec47453d6bd64db67,67770603af15f99e37ab76b6b236b794499037d39d5f66fef980e6936ef827d0,cf477c340dc4431b6b56cc47628f00559f7911a389910f95d3d86b7eed34c296,0ea05652bac2576d76cb1817c6a2613b33536579ffb9f3b4a8577b2f721f3fd9,469e9e5e582271ae3e65fa8b78e0790ebfdd3406fd3382c65b2d40470cc1491d,919d81dce43ee969e6052eff4efe0f2785f4c6777c1f531ecb336fb1aa4d40e2,469e9e5e582271ae3e65fa8b78e0790ebfdd3406fd3382c65b2d40470cc1491d,919d81dce43ee969e6052eff4efe0f2785f4c6777c1f531ecb336fb1aa4d40e2,44821,1539,26487,PASS
63,36a21ba3631a0cbc5feddc12aff8defb19883b34582cf39f9701c4b764d04897,d89673e76e7a82f2c90d57c4ab4be1c2a08eec43919be97d4bbdf618166157fd,267caa37d95f3262678bea2a5edbc1107fabca4f079136ccf81cb97ed9831afe,795caa87046565e36f41877641360ea88ae83c7561d342f205449d7f36dce3dd,abeaca0e7c8d90b14acc21d940afcd4135f61af952b402dcbbb2bf47a7be1047,0f9eddea44ebbf1a5656c52da556fad00f73927b115d6692e943b5c9d3e6fd0a,c1ad1b9b9665a4e055678e35f7e6d8941379e3fe37a8e0e0d5542bf40da207ee,0f9eddea44ebbf1a5656c52da556fad00f73927b115d6692e943b5c9d3e6fd0a,c1ad1b9b9665a4e055678e35f7e6d8941379e3fe37a8e0e0d5542bf40da207ee,55647,43575,9852,PASS
64,811c0ad339a02e86861d02e0e222db484069dab26055ea85e626b1d1947bee65,511a69d1cf87102727113a2864123175600829f548bc55c512dbb0b46816a903,d566978a8646a1cf00dbddd9372db15709524ac57ef1e4fb2f43bd44366757cd,4b70807713184b642e98bd8464d0e32ab46ede28d89ce532688c9dacc46645ac,67e3629f985c3d71fe866034ef2e160451fe24d8782844d2dbdb199767615527,de14c85047b8d87ed1c5971ed60f556d412a411d6ff625f8175faba4df68a808,ecf7487136a68c87dba1ec7949b0bbfb2decffc53c31dd58064ff291f578cab8,de14c85047b8d87ed1c5971ed60f556d412a411d6ff625f8175faba4df68a808,ecf7487136a68c87dba1ec7949b0bbfb2decffc53c31dd58064ff291f578cab8,34374,38794,54630,PASS
